"","anoIdx","refIdx"
"1528",5086,46248
"1529",5089,38895
"1530",5090,42784
"1531",5091,37385
"1532",5093,46368
"1533",5094,35606
"1534",5098,37495
"1535",5108,38375
"1536",5109,37046
"1537",5112,36245
"1538",5113,35786
"1539",5116,35092
"1540",5117,37687
"1541",5119,41166
"1542",5121,43955
"1543",5122,40874
"1544",5124,36694
"1545",5134,41377
"1546",5136,38837
"1547",5141,43409
"1548",5142,45638
"1549",5146,41777
"1550",5147,42287
"1551",5153,37363
"1552",5154,39978
"1553",5157,40347
"1554",5162,40962
"1555",5164,45931
"1556",5167,36220
"1557",5171,41458
"1558",5177,46238
"1559",5179,36681
"1560",5182,42134
"1561",5184,46130
"1562",5186,35039
"1563",5187,35619
"1564",5193,35612
"1565",5197,41211
"1566",5199,37646
"1567",5210,44771
"1568",5212,36967
"1569",5215,41285
"1570",5223,36710
"1571",5225,45020
"1572",5226,37410
"1573",5229,37967
"1574",5233,40769
"1575",5234,37314
"1576",5236,45684
"1577",5242,44863
"1578",5248,40357
"1579",5255,46251
"1580",5257,45939
"1581",5263,42205
"1582",5264,42701
"1583",5265,38385
"1584",5266,44635
"1585",5268,35267
"1586",5270,44722
"1587",5277,36685
"1588",5278,37371
"1589",5284,46043
"1590",5285,35731
"1591",5290,37883
"1592",5291,43575
"1593",5294,45579
"1594",5295,36736
"1595",5297,41766
"1596",5299,39970
"1597",5302,44518
"1598",5305,43947
"1599",5310,38928
"1600",5314,46174
"1601",5315,45595
"1602",5319,43674
"1603",5321,41990
"1604",5323,41952
"1605",5329,39342
"1606",5330,36429
"1607",5332,36286
"1608",5333,39313
"1609",5335,35958
"1610",5336,40539
"1611",5339,35191
"1612",5340,41121
"1613",5343,37467
"1614",5344,42976
"1615",5345,36768
"1616",5347,43923
"1617",5348,36815
"1618",5352,35393
"1619",5356,34827
"1620",5360,40613
"1621",5373,43364
"1622",5374,39800
"1623",5376,42703
"1624",5381,37190
"1625",5384,44528
"1626",5385,37423
"1627",5388,40882
"1628",5392,43413
"1629",5395,42457
"1630",5398,38776
"1631",5400,45479
